Participant;Narration;RE;Discourse;Accessibility;Right_Hand_Movement;Left_Hand_Movement;Left_Space_Use;Right_Space_Use;Duration
12.0;1;KEDİ;Introduction;-2.0;0.2593123967347756;0.2872293949460599;0.05090576161695703;0.051411453630881856;0.32
12.0;2;KEDİ;Introduction;0.0;0.4228473648582095;0.4675973199221555;0.17700812759848666;0.1966403397026713;0.62
12.0;3;FARE;Introduction;-1.0;0.4386573495922763;0.47582748587340234;0.10848490027080278;0.09418966219679993;0.52
12.0;3;FARE;Re-introduction;1.0;0.3522777192532875;0.3912454602277504;0.0716319774744038;0.0522957768035236;0.34
12.0;3;FARE;Re-introduction;1.0;0.1356684515917674;0.1535382390196158;0.053541193437594496;0.0733352872735495;0.42000000000000004
12.0;3;FARE;Re-introduction;0.0;0.1659538324680535;0.1829138886228729;0.0415734139118239;0.0434628455215749;0.18
12.0;3;KEDİ;Introduction;-1.0;0.2659030412831957;0.2870476272037754;0.13866254443491732;0.1071329579230971;0.7
12.0;3;KEDİ;Re-introduction;1.0;0.1489521451583904;0.168895986884478;0.07077330652636626;0.0406036661128209;0.3
12.0;3;KEDİ;Re-introduction;0.0;0.164843596272335;0.17496112483966242;0.0347827140402611;0.0307424348868417;0.16
12.0;4;FARE;Introduction;1.0;0.2489809414116779;0.2674848827936731;0.0909206446814187;0.06841823790942055;0.38
12.0;4;FARE;Re-introduction;0.0;0.0786747469020388;0.0790264644863422;0.018941518598292097;0.013671149479502247;0.16
12.0;4;FARE;Re-introduction;1.0;0.2625940227461497;0.2805098135998973;0.084587313297125;0.08618414447561691;0.42000000000000004
12.0;4;KEDİ;Introduction;-1.0;0.6609346898766216;0.7162930071625221;0.16208582700848506;0.1531588644859969;0.7
12.0;4;KEDİ;Re-introduction;1.0;0.0900252761284703;0.1063161863224049;0.05821634412976699;0.03406187363590137;0.28
12.0;5;FARE;Introduction;-1.0;0.5366064071521482;0.5809013088493024;0.14561614034743223;0.1541630995858386;0.64
12.0;5;FARE;Re-introduction;0.0;0.1549465710409756;0.1765102394615511;0.03791088992822404;0.04036230979017659;0.36
12.0;5;KEDİ;Introduction;1.0;0.2716603946834766;0.304232719640864;0.0963997399893527;0.08154083294900995;0.52
12.0;6;FARE;Introduction;-1.0;0.1792851336032345;0.1917530230525215;0.0930037651526526;0.07218686191815313;0.34
12.0;6;FARE;Re-introduction;0.0;0.3963550841710151;0.4425154075929321;0.1286255967629743;0.1222457347020313;0.52
12.0;6;KEDİ;Introduction;1.0;0.6446577830088679;0.6955849019761637;0.2332735231408426;0.22277303992104214;1.38
12.0;8;FARE;Introduction;0.0;0.404057564510253;0.4322773089686897;0.14272927991654621;0.12524074415081188;1.0
12.0;8;KEDİ;Introduction;1.0;0.1903494729930944;0.2169189948136152;0.0652315510032471;0.0458023366862097;0.4
12.0;9;FARE;Introduction;0.0;0.2001721716518245;0.22271211816344538;0.05739157706044509;0.08070533180031035;0.3
12.0;9;FARE;Maintenance;4.0;0.2584130357588645;0.2723023178548061;0.036481247002272864;0.0373216905557749;0.3
12.0;9;FARE;Re-introduction;1.0;0.2500215000279119;0.2812738700445765;0.08792404515725413;0.07444346482268333;0.4
12.0;9;KEDİ;Introduction;1.0;0.3103813695189506;0.3369870892255833;0.10662166525043425;0.07541351698860033;0.42000000000000004
12.0;9;KEDİ;Re-introduction;0.0;0.20342699956850158;0.2282339009882914;0.06279740870171562;0.0519674239909959;0.34
12.0;9;KEDİ;Re-introduction;1.0;0.193276003897958;0.2091986707749908;0.0615967373665345;0.0583811859907288;0.3
12.0;10;FARE;Introduction;0.0;0.1492043029969845;0.1624730395837441;0.0426431574561502;0.046828865143382;0.32
12.0;10;KEDİ;Introduction;-1.0;0.31598268017679;0.35026410758652493;0.1221005001897485;0.09292238246892534;0.4
12.0;10;KEDİ;Re-introduction;1.0;0.0555658618754679;0.0649525722733448;0.028187777220005213;0.02055628033697839;0.24
13.0;1;FARE;Re-introduction;1.0;0.6094767425667018;0.6515772703759108;0.1708100067610814;0.180774139023911;0.4
13.0;2;KEDİ;Re-introduction;1.0;0.2084882305817767;0.24717030889027;0.036464707303987404;0.048875443655034205;0.28
13.0;3;FARE;Introduction;-2.0;0.32112669165139807;0.36429595425490807;0.07575191639007955;0.054410304889071295;0.4
13.0;3;FARE;Re-introduction;1.0;0.1289034112827453;0.1395428621788725;0.0224040572063278;0.0233956995317734;0.2
13.0;4;FARE;Introduction;1.0;0.21713227705470947;0.2440516069238938;0.07493713113897747;0.0765294361094486;0.38
13.0;4;FARE;Re-introduction;0.0;0.5259433825232144;0.5869423791601669;0.1323902937069796;0.12490640055714793;0.8599999999999999
13.0;4;FARE;Re-introduction;1.0;0.0899258982387397;0.1059740971718399;0.02126278198272069;0.021430518507874637;0.24
13.0;5;FARE;Introduction;0.0;0.376299212878343;0.4096139613373689;0.07597355982749464;0.09920821848504768;0.52
13.0;5;FARE;Re-introduction;0.0;0.0252496724046186;0.0289722381258047;0.005854526770567071;0.0071961803014499;0.14
13.0;5;FARE;Re-introduction;2.0;0.057836592083872804;0.0663329825364956;0.0227367014202778;0.012676915912922394;0.12
13.0;6;FARE;Introduction;0.0;0.09727897601142049;0.11266775440483481;0.03441521555756294;0.0331686000625602;0.32
13.0;6;FARE;Re-introduction;1.0;0.2177423936675694;0.2410750086091051;0.04858511982512308;0.038438330210078975;0.32
13.0;6;FARE;Re-introduction;0.0;0.4229402715324617;0.4642905275684018;0.0847495979938571;0.1001695391603581;0.44
13.0;8;FARE;Introduction;0.0;0.419085071838229;0.4495433134758675;0.0576782855126271;0.0862204636930904;0.34
13.0;8;FARE;Re-introduction;1.0;0.5032294405801809;0.554797806335508;0.1350973984587787;0.130266352628166;0.24
13.0;9;FARE;Introduction;1.0;0.5482006166531155;0.6132954237995913;0.09406917608627571;0.10805224033274427;0.66
13.0;9;FARE;Re-introduction;1.0;0.0170331569002512;0.0195349126014242;0.0111449483626083;0.0129009981099943;0.16
13.0;10;FARE;Introduction;1.0;0.5336648908274132;0.5489073697683273;0.10611392009806263;0.10613143097117532;0.38
13.0;10;FARE;Re-introduction;2.0;0.0526811548549587;0.0744671784080453;0.01907653215985179;0.020674315636461903;0.2
13.0;10;FARE;Re-introduction;2.0;0.2560817746606373;0.2751861565238618;0.0628420721763761;0.044526987978472224;0.34
14.0;1;FARE;Introduction;-1.0;0.1379003078650696;0.14141805008020542;0.03647237889017322;0.04009907416468157;0.3
14.0;1;FARE;Re-introduction;1.0;0.12209237240763239;0.1449574093043147;0.03678614463442626;0.026394860251660997;0.2
14.0;1;FARE;Re-introduction;0.0;0.7846988198006285;0.8708561850640906;0.2515197310395947;0.1841229999076398;0.42000000000000004
14.0;1;FARE;Re-introduction;0.0;0.22585237026983151;0.2653970629938888;0.085347215970468;0.0513180411333646;0.36
14.0;1;KEDİ;Re-introduction;2.0;0.1930109794510181;0.2038518293939659;0.08234671139476611;0.0507581064455782;0.32
14.0;1;KEDİ;Re-introduction;1.0;0.2187476715453476;0.2367282104950323;0.069485000957349;0.053688182110584404;0.24
14.0;1;KEDİ;Re-introduction;2.0;0.1808797384055758;0.1991701998956105;0.0813363788819407;0.0649098157256815;0.2
14.0;1;KEDİ;Re-introduction;1.0;0.23499837881295832;0.2511338636759791;0.0420900301979341;0.0476547784178006;0.22
14.0;2;KEDİ;Introduction;0.0;0.3762992330309306;0.3888991227762044;0.0697063775522172;0.06620751097109273;0.24
14.0;3;FARE;Introduction;-2.0;0.3157250772548018;0.3497248980624227;0.11628451750870519;0.1362584003524999;0.3
14.0;3;FARE;Re-introduction;1.0;0.5361777478484967;0.5805982108746777;0.1076948806467696;0.10847887081051474;0.36
14.0;3;KEDİ;Introduction;-1.0;0.1742733690597111;0.1996727787583252;0.0504369385267854;0.0290326195159946;0.28
14.0;3;KEDİ;Re-introduction;1.0;0.5334426337734057;0.5704444863181833;0.12113908184880763;0.12155520741130657;0.48
14.0;4;FARE;Introduction;1.0;0.7136982033700124;0.754478201310883;0.14116726016821482;0.09596120076892561;0.72
14.0;4;FARE;Re-introduction;2.0;0.5999877041144352;0.6416673246220013;0.056254945380495;0.06455905401163212;0.52
14.0;4;KEDİ;Introduction;-1.0;0.4152890729591142;0.4555592789015585;0.09750311304698384;0.05120932199612502;0.46
14.0;5;FARE;Introduction;-1.0;0.371150799723384;0.37750597476768644;0.16088376582742045;0.15431553761450476;0.4
14.0;5;FARE;Re-introduction;2.0;0.2988924796965673;0.3151805704348899;0.06015762457181603;0.0405671626353583;0.32
14.0;5;KEDİ;Introduction;1.0;0.2600556153717498;0.3003774236731731;0.06658227610377909;0.0513155386241294;0.42000000000000004
14.0;5;KEDİ;Re-introduction;1.0;0.5814449001274711;0.6402189703412012;0.1180334223778988;0.11650878771801462;0.4
14.0;6;FARE;Introduction;1.0;0.6480737772193433;0.6955980071292489;0.17297209214129092;0.162068990594122;0.5
14.0;6;FARE;Re-introduction;2.0;0.1924095958130831;0.2215197889475907;0.0355987709457035;0.02412313202934726;0.28
14.0;6;FARE;Re-introduction;0.0;0.2387192271449729;0.24762961678344592;0.0312307492473669;0.027454850341515;0.2
14.0;6;KEDİ;Introduction;0.0;0.4644737151733811;0.5072186784019889;0.07391521001406497;0.0725439538318048;0.26
14.0;6;KEDİ;Re-introduction;2.0;0.0688868452893437;0.08251712215865864;0.0126627927183339;0.028987188608262802;0.14
14.0;7;KEDİ;Introduction;1.0;0.4823335022244095;0.5243924048501996;0.1474386993606233;0.13079846881904472;0.38
14.0;7;KEDİ;Re-introduction;1.0;0.2356457392015322;0.251025236639755;0.0350225129729144;0.045311138646304136;0.2
14.0;8;FARE;Introduction;0.0;1.0863523195852722;1.1891815534330965;0.12984514234211686;0.12505014896329056;0.48
14.0;8;KEDİ;Introduction;1.0;0.5101513132419897;0.554912364536964;0.1354921098456847;0.10032453290741596;0.68
14.0;9;FARE;Introduction;0.0;0.0504752497518489;0.0507717614788881;0.013292911421903;0.010409087956006858;0.18
14.0;9;FARE;Re-introduction;2.0;0.1558780906588997;0.1721092934942075;0.03811835584126158;0.0229531066422465;0.22
14.0;9;KEDİ;Introduction;1.0;0.2706053200353446;0.2886560824103687;0.1338566992021632;0.0901951853530924;0.28
14.0;9;KEDİ;Re-introduction;2.0;0.3608390583102803;0.3915536191559644;0.0898133421848441;0.056358190066850444;0.3
14.0;9;KEDİ;Re-introduction;0.0;0.5826626953388349;0.6190310728848474;0.11377859619531198;0.09572654315602963;0.52
14.0;10;FARE;Introduction;0.0;1.0143270132609303;1.0786345434747775;0.12327262843809897;0.11969066166258414;0.38
14.0;10;FARE;Re-introduction;2.0;0.7100354206833249;0.778135011802097;0.1268216242854183;0.10095737977293358;0.56
14.0;10;FARE;Re-introduction;2.0;0.3082111200490814;0.3319491994266997;0.06250583430151127;0.0688640951045865;0.5
14.0;10;KEDİ;Introduction;1.0;0.4079054625384666;0.4323100868708954;0.10376167839587083;0.07467420504925762;0.42000000000000004
14.0;10;KEDİ;Re-introduction;2.0;0.7258569499417684;0.782061295182131;0.1651823723034147;0.11659336646097028;0.6
14.0;10;KEDİ;Re-introduction;2.0;0.0650048715323394;0.0706253430028552;0.0141967366223282;0.0168413190234658;0.18
15.0;1;FARE;Introduction;-2.0;0.2563054844791155;0.2699406505008928;0.07656079640232169;0.0595555849700174;0.3
15.0;1;KEDİ;Introduction;0.0;0.6653272290608242;0.6910526923430533;0.1476353972380349;0.1083203457318001;0.52
15.0;1;KEDİ;Re-introduction;0.0;0.0923950164635991;0.1069573985255846;0.00968953013864629;0.017956010471949;0.14
15.0;1;KEDİ;Re-introduction;3.0;0.2805617462285898;0.31591310677779294;0.057373095418798384;0.05699234524674262;0.52
15.0;2;KEDİ;Introduction;0.0;0.1321105045169662;0.1379317632286307;0.0158455694901995;0.023952359950877994;0.2
15.0;2;KEDİ;Re-introduction;2.0;0.2479020333068524;0.26177629231403327;0.03163787975867293;0.06563874801184465;0.26
15.0;3;FARE;Introduction;-2.0;0.7228268403245951;0.7559162323923451;0.18843823576920354;0.1585701756003377;0.56
15.0;3;FARE;Re-introduction;1.0;0.40710762579679377;0.4285576067066033;0.10256214256711628;0.09667734627939653;0.52
15.0;3;FARE;Re-introduction;1.0;0.1664214300979255;0.1761207237838703;0.03509167142653356;0.03497894824304199;0.28
15.0;3;KEDİ;Introduction;-1.0;0.1638989736245687;0.16529926905474632;0.022778980544089514;0.016517008873352886;0.26
15.0;3;KEDİ;Re-introduction;1.0;0.19199793244712637;0.2000664304618909;0.0523547861010204;0.02288162772071854;0.16
15.0;3;KEDİ;Re-introduction;1.0;0.7331312508921504;0.7985762868044156;0.16594768438413435;0.139634450495804;0.44
15.0;3;KEDİ;Re-introduction;1.0;0.3884163208061242;0.3989671145413905;0.0521899449529839;0.0741374965621179;0.34
15.0;4;FARE;Introduction;-1.0;0.7059788569875355;0.7645014090498621;0.16319291363563312;0.14175231896283294;0.8599999999999999
15.0;4;FARE;Re-introduction;1.0;0.310471689121751;0.3279773719802832;0.0485081119683309;0.05351767321160696;0.32
15.0;4;FARE;Re-introduction;1.0;0.14438742748924022;0.1501835191428568;0.0245020003946495;0.0104386857129403;0.14
15.0;4;FARE;Re-introduction;1.0;0.1531645725632525;0.1741164224925168;0.032375687404052125;0.0280571598728564;0.3
15.0;4;KEDİ;Introduction;1.0;0.42725307807302587;0.4495750177138326;0.05753128564700073;0.1076110472124412;0.56
15.0;4;KEDİ;Re-introduction;0.0;0.3472090293701417;0.3628125955375831;0.0837281553136037;0.10449360803903651;0.32
15.0;4;KEDİ;Re-introduction;1.0;0.3637422956967376;0.3938621395341881;0.0729171827241995;0.0824659461181166;0.18
15.0;5;FARE;Introduction;-1.0;0.3733373782861669;0.4036772349338895;0.08217224952231655;0.10374060179140276;0.42000000000000004
15.0;5;FARE;Re-introduction;1.0;0.2812041549424012;0.2885346784666922;0.04991737670839194;0.0310319062956151;0.32
15.0;5;FARE;Re-introduction;1.0;0.34766239343217187;0.39128592854538713;0.0804699124115238;0.09348742618032461;0.46
15.0;5;FARE;Re-introduction;1.0;0.3085809038070664;0.34291141666643654;0.06157308305445915;0.06147724281920231;0.42000000000000004
15.0;5;FARE;Re-introduction;1.0;0.12230431400419792;0.13317649665687703;0.0338258931274824;0.05365256431562987;0.32
15.0;5;KEDİ;Introduction;1.0;0.6525809330991145;0.684449217831662;0.11871722819359948;0.1291470886297714;0.42000000000000004
15.0;5;KEDİ;Maintenance;4.0;0.1301684327310078;0.1462012183733834;0.0565227494394889;0.06820897107453577;0.16
15.0;5;KEDİ;Re-introduction;1.0;0.2093597840366812;0.2260003628595173;0.0491066777331709;0.061641917858305605;0.24
15.0;5;KEDİ;Re-introduction;1.0;0.0632586694595085;0.0679185422537902;0.017596816573434;0.0311775081027534;0.12
15.0;5;KEDİ;Re-introduction;1.0;0.3664481778154022;0.38994654948084256;0.1065504214782895;0.07016667932778271;0.28
15.0;6;FARE;Introduction;0.0;0.3485968902628449;0.3555321192008839;0.0742782980466916;0.0744318989202204;0.34
15.0;6;FARE;Re-introduction;3.0;0.6269420232922436;0.6766795656120019;0.09589841531850267;0.0805291792214085;0.5
15.0;6;FARE;Re-introduction;2.0;0.3372109414566984;0.35802487231950897;0.05628184112516186;0.051456926737059296;0.42000000000000004
15.0;6;FARE;Re-introduction;0.0;1.3215084761882578;1.4046869495616596;0.22251923270119567;0.2187987987681125;0.42000000000000004
15.0;6;KEDİ;Introduction;1.0;1.0630117293939798;1.1284599151911752;0.18969637128253658;0.15400759342438564;0.68
15.0;6;KEDİ;Maintenance;4.0;0.2288778688159465;0.2309910140477563;0.0586278890600845;0.044663195967687974;0.24
15.0;6;KEDİ;Re-introduction;2.0;0.2934587242863457;0.3012776224156948;0.0630805775585616;0.07458211061180949;0.4
15.0;6;KEDİ;Re-introduction;2.0;0.1013600948420705;0.11242884721065491;0.03341858753144315;0.02363844020013458;0.28
15.0;7;KEDİ;Introduction;-1.0;1.1297431740534876;1.2018890926141836;0.2209552037777332;0.1348204923835041;0.64
15.0;8;FARE;Introduction;0.0;0.4568817168532848;0.48924648091403444;0.0959483297881302;0.0645670226365582;0.38
15.0;8;FARE;Re-introduction;1.0;0.4628749378541346;0.5047079393964297;0.11452768492298179;0.12676089916999592;0.52
15.0;8;FARE;Re-introduction;2.0;0.4108188701838369;0.4305801897107006;0.0773774367231694;0.058109578939978;0.52
15.0;8;KEDİ;Introduction;1.0;0.8233397097833847;0.8700869698401373;0.19623790881940928;0.19904254021738882;0.52
15.0;8;KEDİ;Re-introduction;2.0;0.4961114838609282;0.5197182209059616;0.06917558000247981;0.098861003624326;0.28
15.0;8;KEDİ;Re-introduction;1.0;0.1474393436759629;0.15283768904106448;0.0600274312630873;0.0322894642742454;0.28
15.0;9;FARE;Introduction;0.0;0.2310315207249821;0.2502647766010065;0.06275068074469155;0.0648354923712795;0.42000000000000004
15.0;9;FARE;Re-introduction;3.0;0.24388444307439638;0.2638782651298454;0.043048613977836145;0.04105124482298816;0.34
15.0;9;KEDİ;Introduction;1.0;0.779822626088104;0.8401923846666559;0.16116319768587548;0.19116191055123238;0.72
15.0;9;KEDİ;Re-introduction;0.0;0.1366426098119183;0.1484562388776857;0.0440469262597645;0.0417174714688105;0.22
15.0;10;FARE;Introduction;0.0;0.6524275257564356;0.6906971453504686;0.11722931009529317;0.09865381141811454;0.46
15.0;10;FARE;Re-introduction;2.0;0.22829622554480128;0.24454120084184;0.0407284321849858;0.0412567669871714;0.3
15.0;10;FARE;Re-introduction;2.0;0.2248765572488436;0.24659643834591588;0.047962174507425084;0.0646685875727954;0.22
15.0;10;KEDİ;Introduction;1.0;0.6686210709993858;0.7292951239608538;0.13399026819730278;0.130816433125429;1.0
15.0;10;KEDİ;Re-introduction;2.0;0.4252977403735946;0.46602973800117925;0.09331604699795233;0.0732555823527972;0.4
15.0;10;KEDİ;Re-introduction;2.0;0.2043025626107848;0.2288860308721816;0.027571406662235787;0.015216140269864706;0.26
15.0;10;KEDİ;Re-introduction;1.0;0.3101804108191709;0.34498874129267443;0.10029607227752607;0.12447635509814839;0.42000000000000004
16.0;1;FARE;Introduction;-2.0;0.2618973204980147;0.2960730236524509;0.154151399784851;0.07239199887729042;0.44
16.0;1;KEDİ;Introduction;0.0;0.1537262210697442;0.18866233858014508;0.0807039935710791;0.0577857383047225;0.32
16.0;2;KEDİ;Introduction;0.0;0.1834525066459892;0.19112350132755349;0.1089467702134193;0.0487722408521639;0.18
16.0;3;FARE;Introduction;-1.0;0.2246661178831608;0.23663400199792778;0.09163551055720111;0.0631919654239327;0.36
16.0;3;KEDİ;Introduction;1.0;0.2206314508104736;0.2383408619994424;0.08365616691104416;0.05635309760637607;0.52
16.0;4;FARE;Introduction;-1.0;0.0492596835151585;0.056862099193119;0.01717224651555773;0.016109154583346816;0.18
16.0;4;KEDİ;Introduction;1.0;0.3842919362363352;0.4394210888113532;0.2187395880294958;0.11488513313533559;0.8599999999999999
16.0;4;KEDİ;Re-introduction;0.0;0.1670971509779977;0.187047339757276;0.044817997085002205;0.041940586499894995;0.28
16.0;5;FARE;Introduction;-1.0;0.4057920792289394;0.44506333396576;0.1603993176460215;0.1051610104508046;0.72
16.0;5;KEDİ;Introduction;1.0;0.902407818192294;0.9297353366793558;0.15169925248435856;0.16285210680567644;0.76
16.0;5;KEDİ;Re-introduction;1.0;0.5814228277553064;0.6388084456240488;0.20131666529485748;0.150743242273113;0.28
16.0;6;FARE;Introduction;1.0;0.4040614174904265;0.4407530447198872;0.15664809616868405;0.11202569518358088;0.8599999999999999
16.0;6;KEDİ;Introduction;0.0;0.210488580517986;0.2048369037031476;0.07077023442606073;0.0624701595237911;0.48
16.0;7;KEDİ;Introduction;-1.0;0.6468562689277776;0.6566078551908454;0.1060236398660447;0.1537272821454165;0.62
16.0;8;FARE;Introduction;0.0;0.2222315562896301;0.2322628754668149;0.04815380196788079;0.07492502704588609;0.24
16.0;8;KEDİ;Introduction;1.0;0.2912654353543488;0.3069954150183606;0.0734940655686901;0.05421643537228713;0.34
16.0;9;FARE;Introduction;0.0;0.23600683493155888;0.2557091196749172;0.07787869101820018;0.0711229893605425;0.42000000000000004
16.0;9;FARE;Re-introduction;2.0;0.5269023505940311;0.546692513484286;0.17632017466678748;0.15558829752785575;0.56
16.0;9;FARE;Re-introduction;1.0;0.3473916114011851;0.3876448821105239;0.08941354957640406;0.14787094338219103;0.4
16.0;9;KEDİ;Introduction;1.0;0.3401178952660535;0.3508646984007466;0.1167127566020863;0.09674523499423685;0.58
16.0;9;KEDİ;Re-introduction;0.0;0.2898743715239202;0.2961678749120782;0.110483162302508;0.0777003044604702;0.2
16.0;10;FARE;Introduction;0.0;0.3016832764485415;0.3220022847523854;0.06505964886152192;0.04699535446449981;0.44
16.0;10;FARE;Re-introduction;2.0;0.1379778151457845;0.1405714473251767;0.025379102266017296;0.022706908875883662;0.3
16.0;10;KEDİ;Introduction;1.0;0.6473628787779933;0.7251563432365675;0.2051772593790401;0.14060671590427576;0.5
18.0;1;FARE;Introduction;0.0;0.3918816784949226;0.4082746981327405;0.11608417806369835;0.07065828238837832;0.52
18.0;1;FARE;Re-introduction;1.0;0.0660337057518294;0.06759717000221589;0.012160246189397799;0.0125449952562141;0.14
18.0;1;FARE;Re-introduction;1.0;0.1942191872596051;0.223016143338;0.0546882106159991;0.0443656792805951;0.26
18.0;1;KEDİ;Introduction;-1.0;0.8466136881671253;0.9053375814938155;0.25848987287066244;0.17294371715625287;0.72
18.0;1;KEDİ;Re-introduction;2.0;0.1434152066610543;0.1589210083272009;0.0468400362701488;0.0220854932632175;0.16
18.0;3;FARE;Introduction;-1.0;0.0543366344167656;0.0618881545046487;0.0217844614066665;0.016229550021361755;0.18
18.0;4;FARE;Introduction;-1.0;0.4090557225190661;0.4628761530369559;0.16968583396972292;0.1451012769648522;0.88
18.0;5;FARE;Introduction;0.0;0.0132566202524039;0.013878612047445501;0.001419100875495436;0.004504939683231238;0.1
18.0;5;FARE;Re-introduction;2.0;0.1560305980034138;0.1711435134050863;0.026293707373918715;0.021459233548892565;0.26
18.0;7;KEDİ;Introduction;0.0;0.6847550002328953;0.7149931983204179;0.1806665741755458;0.2107078458027358;0.54
18.0;8;FARE;Introduction;0.0;0.3732739639038173;0.3896291203278218;0.10504028352529156;0.0739086457304686;0.22
18.0;9;FARE;Introduction;0.0;0.172701383449378;0.1766377141884317;0.021854920106088162;0.0387960071760555;0.22
18.0;9;FARE;Maintenance;4.0;0.1328094336000442;0.110518915513454;0.0442365820296085;0.044379828086948604;0.26
18.0;9;FARE;Re-introduction;3.0;0.19627411438330628;0.2007194666138348;0.0390910587297055;0.0614361923022775;0.22
18.0;9;FARE;Re-introduction;2.0;0.2379001973666092;0.25489532961659367;0.0738839558230117;0.0343253100500469;0.28
18.0;10;FARE;Introduction;1.0;0.13698145620593688;0.1432441949877736;0.0177150594168005;0.0246453057995724;0.24
18.0;10;FARE;Re-introduction;2.0;0.1705372196318571;0.18058862538165132;0.0452662712551164;0.027103630236908885;0.24
19.0;1;FARE;Introduction;-1.0;0.1842488423776545;0.188169554632243;0.049487877165707544;0.0394222216166144;0.32
19.0;1;FARE;Re-introduction;1.0;0.24828254352786258;0.2807708872174679;0.0765579043754947;0.04782890505331236;0.26
19.0;1;KEDİ;Introduction;0.0;0.46662216481025065;0.5268063506743053;0.12891717936778008;0.10306643210312896;0.58
19.0;1;KEDİ;Re-introduction;2.0;0.4244816070938956;0.4562447672938691;0.15525767540273083;0.0901701722395633;0.4
19.0;1;KEDİ;Re-introduction;1.0;0.08551368832793854;0.0973766280377667;0.0492992192871883;0.027326379771948392;0.34
19.0;1;KEDİ;Re-introduction;1.0;0.1305410166583769;0.1350958896088668;0.04357440358355219;0.05927708060940561;0.34
19.0;2;KEDİ;Introduction;0.0;0.1364506377390001;0.14034973924949679;0.04216676605817338;0.03327784539247207;0.38
19.0;2;KEDİ;Re-introduction;1.0;0.1526961878160591;0.1737258129310732;0.07014590060853369;0.04482499423381228;0.34
19.0;3;FARE;Introduction;-1.0;0.943154696075221;0.9897484766168895;0.19585697066380922;0.18593506716265729;0.52
19.0;3;FARE;Re-introduction;0.0;0.1234070569595596;0.1279237667120843;0.040066912469097396;0.031215755896718225;0.3
19.0;3;KEDİ;Maintenance;3.0;0.0838982467800438;0.1019845707744505;0.037727507604922696;0.03724235530295984;0.32
19.0;3;KEDİ;Maintenance;5.0;0.0891098310092376;0.102493174816893;0.03270919029929593;0.052734676738193806;0.26
19.0;3;KEDİ;Re-introduction;1.0;0.1306781859746417;0.1363951453531444;0.030665004965424878;0.0303501192297492;0.2
19.0;4;FARE;Introduction;1.0;0.534104655346941;0.5598766089703268;0.13479653851159779;0.1486672755743094;0.68
19.0;4;FARE;Re-introduction;2.0;0.2854221713323706;0.28173843171833013;0.09640099638770061;0.0630529905245179;0.36
19.0;4;KEDİ;Introduction;-1.0;0.4080924600998867;0.4504451484738825;0.1148897671263015;0.0974351700206876;0.52
19.0;5;FARE;Introduction;-1.0;0.2534714033874311;0.2764396054535281;0.0871261848166123;0.07953267608999474;0.42000000000000004
19.0;5;FARE;Maintenance;3.0;0.2811869648444425;0.3093013050852418;0.1345272884536951;0.1100620264008983;0.62
19.0;5;FARE;Re-introduction;1.0;0.0561841812929567;0.061668061101958;0.02920898531422156;0.0193165859605279;0.16
19.0;5;KEDİ;Introduction;1.0;0.928821098405265;1.000498738861049;0.1815553876210722;0.1208818010084862;0.66
19.0;5;KEDİ;Re-introduction;1.0;0.0780871140234169;0.0821259793375724;0.0430903999778416;0.0283147329360606;0.24
19.0;6;FARE;Introduction;1.0;0.5661514530950709;0.6125098356774192;0.1606988594240586;0.1275638139376553;0.54
19.0;6;FARE;Re-introduction;0.0;0.0568202098543689;0.0566354371297147;0.017924841313385446;0.0188270042184276;0.24
19.0;6;KEDİ;Introduction;0.0;0.521566968207711;0.5578403047093129;0.1358025964836791;0.1741236724391392;0.34
19.0;6;KEDİ;Maintenance;5.0;0.1789823295744674;0.2098887714755766;0.15978801615614158;0.0880250781349058;0.36
19.0;6;KEDİ;Re-introduction;2.0;0.1808816869661241;0.1860535190081705;0.0485137991582078;0.0636038626056576;0.34
19.0;7;KEDİ;Introduction;-1.0;0.8620050217144953;0.9118736836160508;0.07571920570434579;0.13422208366256183;0.38
19.0;8;FARE;Introduction;0.0;0.36664075766456106;0.3864900490282374;0.09417555307440183;0.14254609864077505;0.52
19.0;8;FARE;Re-introduction;1.0;0.18589172498451978;0.1949789918269358;0.0685352609094991;0.08358876637893563;0.3
19.0;8;KEDİ;Introduction;1.0;0.2665356948493039;0.2934216287399986;0.05343203848299116;0.07552104321619252;0.4
19.0;9;FARE;Introduction;1.0;0.4090212044617081;0.426501087983342;0.1198976359858433;0.09503547647246753;0.54
19.0;9;FARE;Re-introduction;1.0;0.17105081259914298;0.17369082154077436;0.027060804264718498;0.040072042390728396;0.24
19.0;9;KEDİ;Introduction;0.0;0.2324761461201486;0.262402388174095;0.0776940677643285;0.1076909455853149;0.36
19.0;9;KEDİ;Re-introduction;0.0;0.293344638640781;0.3327041650534331;0.1274749364078671;0.0646920980583511;0.52
19.0;10;FARE;Introduction;1.0;0.3429577886531055;0.3565722733968711;0.105606498212056;0.1255384749114961;0.54
19.0;10;FARE;Re-introduction;0.0;0.40552123552845887;0.4185879529287256;0.07996158855228307;0.09145704824394811;0.52
19.0;10;FARE;Re-introduction;1.0;0.2102468784966152;0.221953896177847;0.0447148368378111;0.03983257505039283;0.26
19.0;10;KEDİ;Introduction;-1.0;0.124837644209975;0.1349338290789322;0.054076613012670346;0.0483617675932509;0.28
19.0;10;KEDİ;Re-introduction;1.0;0.1905902180643427;0.22151557747339148;0.09140970331086944;0.08343166418077494;0.44
